"project","version","class","lignes_code","lignes_comm","nb_methodes","nb_interfaces","nb_sous_classes","nb_classes_abstract","jax_nb_methodes_abstraites","DJEA","NDJEA","ICU","ICNU","ICD","ICC","encapsulation_rate_methods","encapsulation_rate_fields","encapsulation_rate_total","dms_score","CohesionRate"
"Math-1","buggy","SimpleVectorValueCheckerTest","54","1","3","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0602","0.0000"
"Math-1","buggy","SegmentTest","45","5","1","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.0000","0.1548","0.0000"
"Math-1","buggy","FunctionUtilsTest","349","4","25","0","0","0","0","0","0","24","0","0","0","0.0000","1.0000","0.0526","0.1077","0.5556"
"Math-1","buggy","FastCosineTransformer","182","12","3","0","0","0","0","0","3","8","0","0","0","0.3333","0.5000","0.4000","0.1000","0.0000"
"Math-1","buggy","StatisticalMultivariateSummary","120","13","11","1","0","0","11","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","Log1p","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-1","buggy","MultivariateDifferentiableVectorMultiStartOptimizer","54","3","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","EulerIntegrator","72","6","0","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","SecondOrderDifferentialEquations","65","4","2","1","0","0","2","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","BinomialDistributionTest","143","17","11","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0466","0.0000"
"Math-1","buggy","AbstractMultipleLinearRegression","384","28","21","0","0","1","2","0","1","13","0","0","0","0.5238","1.0000","0.5833","0.0246","0.5789"
"Math-1","buggy","Chromosome","105","10","5","0","0","1","0","0","0","0","0","0","0","0.4000","1.0000","0.5714","0.0258","0.8000"
"Math-1","buggy","TricubicSplineInterpolatorTest","213","12","5","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.0000","0.1071","0.0000"
"Math-1","buggy","BicubicSplineInterpolatorTest","185","19","5","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.0000","0.0787","0.0000"
"Math-1","buggy","MainStateJacobianProvider","42","3","1","1","0","0","1","0","2","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","WilcoxonSignedRankTestTest","184","25","2","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.3333","0.2242","1.0000"
"Math-1","buggy","Corrector","","","","","","","","","","","","","","0.0000","1.0000","0.5714","0.0312","1.0000"
"Math-1","buggy","UniformKernelEmpiricalDistribution","","","","","","","","","","","","","","0.0000","1.0000","0.1538","0.0387","0.0000"
"Math-1","buggy","ResizableDoubleArray","1207","88","39","0","0","0","0","0","12","9","0","0","0","0.2308","0.8333","0.3725","0.0216","0.8974"
"Math-1","buggy","OutOfRangeException","79","9","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.6000","0.0000","0.0000"
"Math-1","buggy","ThirdMoment","147","13","5","0","1","0","0","0","1","3","0","0","0","0.0000","1.0000","0.3750","0.0174","0.8000"
"Math-1","buggy","StableRandomGenerator","135","15","1","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.8000","0.3194","0.0000"
"Math-1","buggy","Vector3DFormatTest","34","1","2","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-1","buggy","AbstractCurveFitter","135","12","6","0","0","1","1","0","0","6","0","0","0","0.0000","1.0000","0.5000","0.0215","0.0000"
"Math-1","buggy","MainStateJacobianWrapper","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0237","1.0000"
"Math-1","buggy","InitialGuess","49","5","1","0","0","0","0","0","0","0","0","0","0","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-1","buggy","MathIllegalNumberException","61","7","1","0","1","0","0","0","0","1","0","0","0","0.0000","1.0000","0.7500","0.0000","0.0000"
"Math-1","buggy","ParametricUnivariateFunction","45","4","2","1","0","0","2","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","ModelSpecificationException","41","4","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","PointValuePair","129","14","4","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0161","0.0000"
"Math-1","buggy","CombinatoricsUtils","637","74","15","0","0","0","0","0","18","7","0","0","0","0.0000","1.0000","0.4000","0.0596","0.3333"
"Math-1","buggy","UnivariateDifferentiableSolver","30","2","0","1","0","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000",""
"Math-1","buggy","PegasusSolver","85","6","0","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","Ode","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0065","0.0000"
"Math-1","buggy","IntervalsSet","252","20","7","0","1","0","0","0","0","7","0","0","0","0.4286","1.0000","0.4286","0.1401","0.0000"
"Math-1","buggy","FirstMomentTest","47","5","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-1","buggy","ConvergenceException","51","5","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","CombinatoricsUtilsTest","445","27","16","0","0","0","0","1","1","11","0","0","0","0.2500","1.0000","0.2941","0.1857","0.0000"
"Math-1","buggy","BracketedUnivariateSolver","93","4","2","1","0","0","2","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","RealVectorFormatTest","34","1","2","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-1","buggy","Vector","168","23","21","1","0","0","21","0","1","3","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","AbstractMultivariateRealDistribution","71","9","4","0","0","1","1","0","0","3","0","0","0","0.0000","1.0000","0.3333","0.0113","0.6667"
"Math-1","buggy","PolynomialFunctionNewtonFormTest","179","16","5","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.0000","0.1413","0.0000"
"Math-1","buggy","StatisticalSummary","65","9","7","1","0","0","7","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","DescriptiveStatisticsTest","344","17","25","0","1","0","0","0","0","13","0","0","0","0.0000","1.0000","0.2500","0.1093","0.0000"
"Math-1","buggy","MathParseException","57","5","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","GaussNewtonOptimizer","195","22","1","0","1","0","0","0","0","14","0","0","0","0.0000","1.0000","0.5000","0.3032","0.6000"
"Math-1","buggy","DummyRuleFactory","","","","","","","","","","","","","","0.5000","1.0000","0.6667","0.0339","1.0000"
"Math-1","buggy","ArithmeticUtils","888","81","27","0","0","0","0","0","34","6","0","0","0","0.0741","1.0000","0.0741","0.0398","0.0000"
"Math-1","buggy","GaussianCurveFitterTest","397","28","13","0","0","0","0","0","0","4","0","0","0","0.0769","1.0000","0.3333","0.0849","0.3077"
"Math-1","buggy","SumTest","84","6","7","0","1","0","0","0","0","5","0","0","0","0.1429","1.0000","0.2500","0.0479","0.0000"
"Math-1","buggy","AbstractStorelessUnivariateStatistic","188","12","10","0","1","1","4","0","4","5","0","0","0","0.0000","1.0000","0.0000","0.0300","0.0000"
"Math-1","buggy","AggregatingSummaryStatistics","","","","","","","","","","","","","","0.0000","1.0000","0.4000","0.0323","1.0000"
"Math-1","buggy","FuzzyKMeansClustererTest","110","7","4","0","0","0","0","0","0","12","0","0","0","0.0000","1.0000","0.0000","0.1444","0.0000"
"Math-1","buggy","RegressionResults","422","34","15","0","0","0","0","0","3","5","0","0","0","0.0667","1.0000","0.5000","0.0185","0.8000"
"Math-1","buggy","JacobianFunction","70","8","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0548","0.0000"
"Math-1","buggy","Ceil","34","3","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0129","0.0000"
"Math-1","buggy","RealDistributionAbstractTest","510","71","37","0","0","1","4","2","2","18","0","0","0","0.5000","1.0000","0.5814","0.0311","0.8438"
"Math-1","buggy","Interval","130","14","9","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.1818","0.0079","0.7778"
"Math-1","buggy","GaussianQuadratureAbstractTest","116","11","2","0","0","1","1","0","0","3","0","0","0","0.0000","1.0000","0.6667","0.0677","0.0000"
"Math-1","buggy","AllowedSolution","76","7","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-1","buggy","Vertex","","","","","","","","","","","","","","0.2000","1.0000","0.3333","0.0134","0.8571"
"Math-1","buggy","StandardDeviationTest","96","8","5","0","1","0","0","0","0","5","0","0","0","0.2000","1.0000","0.3333","0.0613","0.0000"
"Math-1","buggy","UnivariateVectorFunctionDifferentiator","34","3","1","1","0","0","1","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","Max","172","15","7","0","1","0","0","0","2","5","0","0","0","0.0000","1.0000","0.3000","0.0203","1.0000"
"Math-1","buggy","AnyMatrix","48","5","3","1","0","0","3","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","MultiDimensionalComplexMatrix","","","","","","","","","","","","","","0.1667","1.0000","0.3750","0.0339","1.0000"
"Math-1","buggy","AbstractRegion","674","88","33","0","0","1","2","0","0","9","0","0","0","0.0000","1.0000","0.3333","0.0896","0.8421"
"Math-1","buggy","RandomKeyMutationTest","44","1","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.1323","0.0000"
"Math-1","buggy","AbstractSimplex","348","31","11","0","0","1","1","0","0","12","0","0","0","0.3636","1.0000","0.5000","0.0179","0.9000"
"Math-1","buggy","Clusterable","49","4","2","1","0","0","2","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","Rastrigin","","","","","","","","","","","","","","0.0000","0.0000","0.0000","0.0452","0.0000"
"Math-1","buggy","DummyOptimizer","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0645","0.0000"
"Math-1","buggy","AbstractIntegrator","458","57","24","0","0","1","1","0","15","22","0","0","0","0.3043","1.0000","0.5152","0.0552","0.7727"
"Math-1","buggy","SemiVarianceTest","153","10","9","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.0000","0.0731","0.0000"
"Math-1","buggy","CentroidCluster","54","6","1","0","1","0","0","0","0","0","0","0","0","0.0000","1.0000","0.6667","0.0000","0.0000"
"Math-1","buggy","ExampleFrame","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0129","0.0000"
"Math-1","buggy","StandardDeviation","281","22","12","0","1","0","0","0","5","6","0","0","0","0.0000","1.0000","0.1429","0.0226","0.9167"
"Math-1","buggy","AggregateSummaryStatisticsTest","300","28","8","0","0","0","0","0","0","10","0","0","0","0.3750","1.0000","0.3750","0.1565","0.0000"
"Math-1","buggy","SmoothingPolynomialBicubicSplineInterpolatorTest","180","10","5","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.1032","0.0000"
"Math-1","buggy","MultiKMeansPlusPlusClusterer","123","15","3","0","1","0","0","0","2","5","0","0","0","0.0000","1.0000","0.4000","0.0505","1.0000"
"Math-1","buggy","FiniteDifferencesDifferentiator","384","40","12","0","0","0","0","0","7","9","0","0","0","0.1667","1.0000","0.5833","0.0849","1.0000"
"Math-1","buggy","FieldVector3DTest","730","17","35","0","0","0","0","0","6","12","0","0","0","0.1143","1.0000","0.1143","0.3213","0.0000"
"Math-1","buggy","LinearProblem","","","","","","","","","","","","","","0.0000","0.3333","0.2000","0.0613","0.6667"
"Math-1","buggy","MicrosphereInterpolator","103","9","1","0","0","0","0","0","3","7","0","0","0","0.0000","0.5000","0.4000","0.0000","0.0000"
"Math-1","buggy","LazyHolder","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","Incrementor","180","18","9","1","0","0","1","0","4","2","0","0","0","0.0000","1.0000","0.0000","0.0050","1.0000"
"Math-1","buggy","OLSMultipleLinearRegressionTest","785","48","19","0","1","0","0","0","0","10","0","0","0","0.2222","1.0000","0.3000","0.1229","0.7778"
"Math-1","buggy","MathIllegalArgumentException","65","8","3","0","1","0","0","0","0","3","0","0","0","0.0000","1.0000","0.4000","0.0086","1.0000"
"Math-1","buggy","RegulaFalsiSolver","95","6","0","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","Decimal10","99","1","9","0","1","0","0","0","0","0","0","0","0","0.1111","1.0000","0.1111","0.0100","0.0000"
"Math-1","buggy","GradientFunction","66","8","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0452","0.0000"
"Math-1","buggy","Transform","81","5","3","1","0","0","3","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","Box3DimensionalFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1258","0.0000"
"Math-1","buggy","SingularValueDecomposition","744","88","17","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.3333","0.0154","1.0000"
"Math-1","buggy","Fitness","33","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","StepNormalizerTest","126","1","10","0","0","0","0","0","8","12","0","0","0","0.0000","0.0000","0.0000","0.0574","0.8333"
"Math-1","buggy","MaxEval","62","6","2","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.3333","0.0000","0.0000"
"Math-1","buggy","UnivariateVectorFunction","34","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","BaseRuleFactory","154","15","5","0","0","1","1","0","5","6","0","0","0","0.8000","1.0000","0.8571","0.0665","0.7500"
"Math-1","buggy","UnivariateSolver","29","2","0","1","0","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000",""
"Math-1","buggy","RungeKuttaIntegrator","188","20","1","0","1","1","0","0","4","7","0","0","0","0.0000","1.0000","0.8333","0.4097","0.0000"
"Math-1","buggy","DummyStepInterpolator","152","14","4","0","1","0","0","2","1","4","0","0","0","0.5000","1.0000","0.6667","0.0323","0.7500"
"Math-1","buggy","HermiteTest","113","23","6","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.2500","0.0344","1.0000"
"Math-1","buggy","LineTransform","","","","","","","","","","","","","","0.0000","1.0000","0.7500","0.0473","0.6667"
"Math-1","buggy","Vector2DFormat","139","11","5","0","1","0","0","0","1","8","0","0","0","0.0000","1.0000","0.0000","0.0297","0.0000"
"Math-1","buggy","RealVectorPreservingVisitor","58","5","3","1","0","0","3","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","TestProblemHandler","153","20","6","0","0","0","0","0","1","4","0","0","0","0.0000","1.0000","0.5385","0.0651","1.0000"
"Math-1","buggy","WilcoxonSignedRankTest","325","21","7","0","0","0","0","0","14","11","0","0","0","0.7143","1.0000","0.7500","0.0429","0.0000"
"Math-1","buggy","IterationEvent","56","6","1","0","1","0","0","0","0","1","0","0","0","0.0000","1.0000","0.6667","0.0000","0.0000"
"Math-1","buggy","ListPopulationTest","207","11","23","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.0000","0.0328","0.0000"
"Math-1","buggy","AdamsIntegrator","137","9","4","0","1","1","1","0","4","7","0","0","0","0.2500","1.0000","0.4000","0.0097","1.0000"
"Math-1","buggy","Asinh","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-1","buggy","Osborne1Function","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1387","0.0000"
"Math-1","buggy","MidPointIntegrator","170","12","2","0","1","0","0","0","4","7","0","0","0","1.0000","0.0000","0.6667","0.1032","0.0000"
"Math-1","buggy","MultivariateMatrixFunction","36","3","1","1","0","0","1","1","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","OrderedCrossover","151","15","2","0","0","0","0","0","3","10","0","0","0","0.5000","1.0000","0.5000","0.2161","0.0000"
"Math-1","buggy","UnivariateInterpolator","42","3","1","1","0","0","1","0","2","3","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","QRSolverTest","196","16","9","0","0","0","0","0","0","4","0","0","0","0.1429","0.0000","0.0909","0.1254","0.5714"
"Math-1","buggy","DecompositionSolver","74","6","4","1","0","0","4","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","NaNStrategy","56","7","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-1","buggy","StepFunction","101","10","1","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.6667","0.0323","0.0000"
"Math-1","buggy","PolynomialSplineFunction","247","20","8","0","0","0","0","0","0","12","0","0","0","0.0000","1.0000","0.2727","0.0258","1.0000"
"Math-1","buggy","MixedListUnivariateImplTest","206","6","8","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.5000","0.1480","1.0000"
"Math-1","buggy","StraightLineProblem","158","11","10","0","0","0","0","0","0","5","0","0","0","0.0000","0.0000","0.0000","0.0419","0.7778"
"Math-1","buggy","RealVectorChangingVisitor","59","5","3","1","0","0","3","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","MultivariateMultiStartOptimizer","53","3","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","LUDecompositionTest","291","17","9","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.4375","0.2502","0.7778"
"Math-1","buggy","OrderedCrossoverTest","102","4","6","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.0000","0.0505","0.0000"
"Math-1","buggy","OpenIntToFieldHashMap","618","63","24","0","0","0","0","4","4","8","0","0","0","0.0000","1.0000","0.4286","0.0349","0.7000"
"Math-1","buggy","Acos","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-1","buggy","Powell","","","","","","","","","","","","","","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-1","buggy","JDKRandomGenerator","42","5","2","0","1","0","0","0","0","1","0","0","0","0.0000","1.0000","0.3333","0.0194","0.0000"
"Math-1","buggy","MultivariateNormalMixtureExpectationMaximization","453","52","9","0","0","0","0","0","7","17","0","0","0","0.0000","1.0000","0.3333","0.0760","1.0000"
"Math-1","buggy","VarianceTest","118","12","7","0","1","0","0","0","0","5","0","0","0","0.1429","1.0000","0.2500","0.0733","0.0000"
"Math-1","buggy","TricubicSplineInterpolatingFunctionTest","545","45","12","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.1067","0.0000"
"Math-1","buggy","BicubicSplineInterpolator","148","17","3","0","0","0","0","0","4","7","0","0","0","0.6667","1.0000","0.6667","0.0935","0.0000"
"Math-1","buggy","Constant","61","7","3","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.2500","0.0086","1.0000"
"Math-1","buggy","AbstractUnivariateStatistic","315","15","12","0","0","1","2","0","8","6","0","0","0","0.4167","1.0000","0.4615","0.0255","0.5000"
"Math-1","buggy","Decimal64","696","84","69","0","1","0","0","0","2","3","0","0","0","0.0000","0.2857","0.0263","0.0108","0.9855"
"Math-1","buggy","RungeKuttaStepInterpolator","212","19","4","0","1","1","0","2","1","6","0","0","0","0.0000","1.0000","0.4286","0.0581","1.0000"
"Math-1","buggy","BigRealFieldTest","43","2","3","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0387","0.0000"
"Math-1","buggy","ManhattanDistanceTest","42","2","2","0","0","0","0","0","0","2","0","0","0","0.0000","0.0000","0.0000","0.0387","1.0000"
"Math-1","buggy","ListUnivariateImplTest","159","7","5","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.7059","0.2310","1.0000"
"Math-1","buggy","DiffPow","","","","","","","","","","","","","","0.0000","0.0000","0.0000","0.0355","0.0000"
"Math-1","buggy","MultiDirectionalSimplex","219","25","2","0","1","0","0","0","0","3","0","0","0","0.5000","1.0000","0.8333","0.1226","0.0000"
"Math-1","buggy","BoundarySizeVisitor","66","8","4","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.2000","0.0274","0.5000"
"Math-1","buggy","PolygonsSetTest","1083","3","28","0","0","0","0","0","0","13","0","0","0","0.2857","1.0000","0.2857","0.1400","0.0000"
"Math-1","buggy","GaussianFitterTest","365","27","10","0","0","0","0","0","0","4","0","0","0","0.1000","1.0000","0.4000","0.0574","0.0000"
"Math-1","buggy","CurveFitterTest","152","21","7","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.0000","0.0733","0.0000"
"Math-1","buggy","FourExtrema","","","","","","","","","","","","","","0.0000","1.0000","0.3333","0.0516","0.0000"
"Math-1","buggy","MissingRequiredPropertyException","","","","","","","","","","","","","","0.4000","0.5714","0.5263","0.0000","1.0000"
"Math-1","buggy","FastMathStrictComparisonTest","249","46","7","0","0","0","0","4","1","12","0","0","0","0.7143","1.0000","0.8667","0.1530","0.7143"
"Math-1","buggy","HermiteParametricTest","97","6","2","0","1","0","0","0","0","6","0","0","0","0.0000","0.6667","0.4000","0.0274","0.0000"
"Math-1","buggy","NoBracketingException","107","13","4","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.5556","0.0000","1.0000"
"Math-1","buggy","SecantSolver","136","24","1","0","1","0","0","0","2","3","0","0","0","1.0000","1.0000","1.0000","0.2258","0.0000"
"Math-1","buggy","SphericalCoordinates","396","57","10","0","0","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0200","1.0000"
"Math-1","buggy","CurveFitter","299","34","12","0","0","0","0","0","0","10","0","0","0","0.0000","1.0000","0.3333","0.0406","0.7143"
"Math-1","buggy","OpenMapRealVector","849","70","42","0","2","0","0","0","20","9","0","0","0","0.0000","1.0000","0.4000","0.0820","0.6944"
"Math-1","buggy","NonSquareOperatorException","41","4","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","StorelessCovariance","229","20","10","0","1","0","0","0","6","5","0","0","0","0.4000","1.0000","0.5000","0.0277","0.7000"
"Math-1","buggy","BivariateGridInterpolator","52","3","1","1","0","0","1","0","4","5","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","UnivariateMultiStartOptimizerTest","106","5","4","0","1","0","0","0","0","8","0","0","0","1.0000","1.0000","1.0000","0.1355","0.0000"
"Math-1","buggy","ThreeEighthesStepInterpolator","144","7","2","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0145","0.0000"
"Math-1","buggy","BivariateFunction","36","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","UnivariateDfpFunction","40","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-1","buggy","SkewnessTest","65","5","3","0","1","0","0","0","0","4","0","0","0","0.0000","1.0000","0.2500","0.0645","0.0000"
"Math-1","buggy","TrapezoidIntegratorTest","124","11","3","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.0000","0.1892","0.0000"
"Math-1","buggy","MathUtils","268","24","12","0","0","0","0","0","8","6","0","0","0","0.0000","0.0000","0.0000","0.0202","0.0000"
"Math-1","buggy","IterativeLinearSolverEvent","116","9","5","0","1","1","3","0","0","2","0","0","0","0.0000","1.0000","0.1667","0.0000","0.0000"
"Math-1","buggy","FractionField","83","14","5","0","0","0","0","0","0","3","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-1","buggy","FitnessFunction","","","","","","","","","","","","","","0.4000","1.0000","0.5714","0.0387","0.4000"
"Math-1","buggy","PascalDistributionTest","133","14","11","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0833","0.0364","0.0000"
"Math-1","buggy","ConstantKernelEmpiricalDistribution","","","","","","","","","","","","","","0.0000","1.0000","0.1538","0.0129","0.0000"
"Math-1","buggy","DefaultFieldMatrixPreservingVisitor","57","7","3","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.2500","0.0000","0.0000"
"Math-1","buggy","SparseFieldMatrixTest","708","82","28","0","0","0","0","0","0","11","0","0","0","0.1429","1.0000","0.6418","0.1593","0.9643"
"Math-1","buggy","SynchronizedRandomGeneratorTest","117","5","4","0","0","0","0","1","2","9","0","0","0","0.3333","1.0000","0.6667","0.1315","0.0000"
"Math-1","buggy","SynchronizedMultivariateSummaryStatisticsTest","28","2","1","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-1","buggy","BaseMultivariateVectorMultiStartOptimizer","205","20","8","0","0","0","0","0","0","9","0","0","0","0.1667","1.0000","0.5833","0.0351","1.0000"
"Math-1","buggy","QuadraticProblem","","","","","","","","","","","","","","0.0000","1.0000","0.4000","0.0581","1.0000"
"Math-1","buggy","RosenbrockFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.0645","0.0000"
"Math-1","buggy","SimpsonIntegrator","130","8","1","0","1","0","0","0","2","6","0","0","0","1.0000","0.0000","0.5000","0.2194","0.0000"
"Math-1","buggy","RandomGeneratorFactory","122","18","13","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0261","0.0000"
"Math-1","buggy","MatrixDimensionMismatchException","74","8","4","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.2000","0.0129","0.0000"
"Math-1","buggy","CMAESOptimizerTest","766","68","44","0","0","0","0","0","0","18","0","0","0","0.0000","0.0000","0.0000","0.0454","0.7407"
"Math-1","buggy","UnivariateObjectiveFunction","47","5","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.5000","0.0000","0.0000"
"Math-1","buggy","ParameterGuesser","","","","","","","","","","","","","","0.7500","1.0000","0.8571","0.0968","0.2857"
"Math-1","buggy","WatsonFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.3000","0.0000"
"Math-1","buggy","Sum","227","17","9","0","1","0","0","0","4","5","0","0","0","0.0000","1.0000","0.2500","0.0158","1.0000"
"Math-1","buggy","ParameterConfiguration","68","9","3","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0000","0.6667"
"Math-1","buggy","FieldLUSolverTest","177","15","7","0","0","0","0","0","0","5","0","0","0","0.1429","1.0000","0.4545","0.1382","0.7143"
"Math-1","buggy","CardanEulerSingularityException","45","4","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-1","buggy","UniformCrossover","135","10","3","0","0","0","0","0","3","7","0","0","0","0.3333","1.0000","0.5000","0.0989","0.6667"
"Math-1","buggy","BracketingNthOrderBrentSolverDFPTest","171","7","13","0","0","0","0","0","0","6","0","0","0","0.1667","1.0000","0.5000","0.1494","1.0000"
"Math-1","buggy","SchurTransformer","456","53","9","0","0","0","0","0","0","4","0","0","0","1.0000","0.0000","0.0000","0.0964","1.0000"
"Math-1","buggy","NestedLoops","188","19","4","0","0","0","0","0","2","8","0","0","0","0.5000","1.0000","0.7500","0.0694","1.0000"
